instant,dateday,season,year,month,hour,holiday,weekday,workingday,weathersit,temp,atemp,humidity,windspeed,casual,registered,count,windspeed_category
9483,2012-02-05,Spring,2012,February,0,Non-Holiday,Sunday,Weekend/Holiday,Misty/Cloudy,9.84,12.120000000000001,87.0,8.9981,3,58,61,Low Wind
9484,2012-02-05,Spring,2012,February,1,Non-Holiday,Sunday,Weekend/Holiday,Misty/Cloudy,9.84,12.879999999999999,93.0,7.0015,5,46,51,Low Wind
9485,2012-02-05,Spring,2012,February,2,Non-Holiday,Sunday,Weekend/Holiday,Misty/Cloudy,9.84,12.879999999999999,93.0,7.0015,4,59,63,Low Wind
9486,2012-02-05,Spring,2012,February,3,Non-Holiday,Sunday,Weekend/Holiday,Light Precipitation,9.84,12.879999999999999,87.0,6.0032,4,13,17,Low Wind
9487,2012-02-05,Spring,2012,February,4,Non-Holiday,Sunday,Weekend/Holiday,Misty/Cloudy,9.84,12.120000000000001,87.0,8.9981,0,9,9,Low Wind
9488,2012-02-05,Spring,2012,February,5,Non-Holiday,Sunday,Weekend/Holiday,Light Precipitation,10.66,12.879999999999999,81.0,12.998000000000001,0,4,4,Low Wind
9489,2012-02-05,Spring,2012,February,6,Non-Holiday,Sunday,Weekend/Holiday,Misty/Cloudy,10.66,12.120000000000001,70.0,16.997899999999998,0,4,4,Medium Wind
9490,2012-02-05,Spring,2012,February,7,Non-Holiday,Sunday,Weekend/Holiday,Misty/Cloudy,9.84,12.120000000000001,75.0,11.0014,0,16,16,Low Wind
9491,2012-02-05,Spring,2012,February,8,Non-Holiday,Sunday,Weekend/Holiday,Misty/Cloudy,9.84,12.120000000000001,75.0,11.0014,4,58,62,Low Wind
9492,2012-02-05,Spring,2012,February,9,Non-Holiday,Sunday,Weekend/Holiday,Misty/Cloudy,9.84,11.365,70.0,15.001299999999999,9,83,92,Medium Wind
9493,2012-02-05,Spring,2012,February,10,Non-Holiday,Sunday,Weekend/Holiday,Misty/Cloudy,10.66,12.120000000000001,65.0,19.0012,10,138,148,Medium Wind
9494,2012-02-05,Spring,2012,February,11,Non-Holiday,Sunday,Weekend/Holiday,Misty/Cloudy,10.66,12.879999999999999,70.0,12.998000000000001,22,160,182,Low Wind
9495,2012-02-05,Spring,2012,February,12,Non-Holiday,Sunday,Weekend/Holiday,Misty/Cloudy,10.66,12.879999999999999,65.0,12.998000000000001,25,223,248,Low Wind
9496,2012-02-05,Spring,2012,February,13,Non-Holiday,Sunday,Weekend/Holiday,Misty/Cloudy,11.48,13.635,61.0,11.0014,33,241,274,Low Wind
9497,2012-02-05,Spring,2012,February,14,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,12.299999999999999,15.15,61.0,11.0014,40,203,243,Low Wind
9498,2012-02-05,Spring,2012,February,15,Non-Holiday,Sunday,Weekend/Holiday,Misty/Cloudy,12.299999999999999,14.395,56.00000000000001,16.997899999999998,55,217,272,Medium Wind
9499,2012-02-05,Spring,2012,February,16,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,12.299999999999999,14.395,56.00000000000001,15.001299999999999,35,261,296,Medium Wind
9500,2012-02-05,Spring,2012,February,17,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,13.120000000000001,15.909999999999998,53.0,11.0014,31,275,306,Low Wind
9501,2012-02-05,Spring,2012,February,18,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,12.299999999999999,14.395,52.0,16.997899999999998,10,171,181,Medium Wind
9502,2012-02-05,Spring,2012,February,19,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,12.299999999999999,14.395,52.0,15.001299999999999,6,63,69,Medium Wind
9503,2012-02-05,Spring,2012,February,20,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,11.48,13.635,56.00000000000001,12.998000000000001,3,47,50,Low Wind
9504,2012-02-05,Spring,2012,February,21,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,11.48,14.395,56.00000000000001,7.0015,6,60,66,Low Wind
9505,2012-02-05,Spring,2012,February,22,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,10.66,13.635,60.0,7.0015,9,182,191,Low Wind
9506,2012-02-05,Spring,2012,February,23,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.84,12.120000000000001,70.0,8.9981,4,38,42,Low Wind
9507,2012-02-06,Spring,2012,February,0,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,9.84,12.120000000000001,65.0,8.9981,7,14,21,Low Wind
9508,2012-02-06,Spring,2012,February,1,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,9.02,12.879999999999999,75.0,6.0032,0,6,6,Low Wind
9509,2012-02-06,Spring,2012,February,2,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,9.02,13.635,75.0,0.0,0,3,3,
9510,2012-02-06,Spring,2012,February,4,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,7.38,10.605,80.0,7.0015,0,2,2,Low Wind
9511,2012-02-06,Spring,2012,February,5,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,7.38,10.605,80.0,7.0015,0,17,17,Low Wind
9512,2012-02-06,Spring,2012,February,6,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,6.5600000000000005,9.09,86.0,7.0015,0,72,72,Low Wind
9513,2012-02-06,Spring,2012,February,7,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,6.5600000000000005,9.09,86.0,7.0015,5,229,234,Low Wind
9514,2012-02-06,Spring,2012,February,8,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,6.5600000000000005,9.09,86.0,8.9981,10,434,444,Low Wind
9515,2012-02-06,Spring,2012,February,9,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,7.38,10.605,80.0,7.0015,8,269,277,Low Wind
9516,2012-02-06,Spring,2012,February,10,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,9.02,12.120000000000001,75.0,7.0015,20,96,116,Low Wind
9517,2012-02-06,Spring,2012,February,11,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,10.66,13.635,70.0,8.9981,12,104,116,Low Wind
9518,2012-02-06,Spring,2012,February,12,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,13.120000000000001,15.909999999999998,61.0,11.0014,19,131,150,Low Wind
9519,2012-02-06,Spring,2012,February,13,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,15.58,19.695,40.0,15.001299999999999,17,124,141,Medium Wind
9520,2012-02-06,Spring,2012,February,14,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,16.400000000000002,20.455000000000002,35.0,11.0014,14,126,140,Low Wind
9521,2012-02-06,Spring,2012,February,15,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,17.22,21.21,32.0,19.0012,25,146,171,Medium Wind
9522,2012-02-06,Spring,2012,February,16,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,16.400000000000002,20.455000000000002,43.0,16.997899999999998,13,215,228,Medium Wind
9523,2012-02-06,Spring,2012,February,17,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,16.400000000000002,20.455000000000002,43.0,16.997899999999998,13,417,430,Medium Wind
9524,2012-02-06,Spring,2012,February,18,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,15.58,19.695,43.0,15.001299999999999,11,426,437,Medium Wind
9525,2012-02-06,Spring,2012,February,19,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,14.76,16.665,43.0,16.997899999999998,7,284,291,Medium Wind
9526,2012-02-06,Spring,2012,February,20,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,13.940000000000001,16.665,46.0,11.0014,7,194,201,Low Wind
9527,2012-02-06,Spring,2012,February,21,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,13.120000000000001,15.909999999999998,56.99999999999999,11.0014,11,143,154,Low Wind
9528,2012-02-06,Spring,2012,February,22,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,12.299999999999999,15.15,65.0,8.9981,4,83,87,Low Wind
9529,2012-02-06,Spring,2012,February,23,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,12.299999999999999,15.15,65.0,8.9981,3,43,46,Low Wind
9530,2012-02-07,Spring,2012,February,0,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,12.299999999999999,14.395,70.0,12.998000000000001,1,22,23,Low Wind
9531,2012-02-07,Spring,2012,February,1,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,11.48,14.395,61.0,8.9981,8,6,14,Low Wind
9532,2012-02-07,Spring,2012,February,2,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,12.299999999999999,16.665,61.0,0.0,0,4,4,
9533,2012-02-07,Spring,2012,February,3,Non-Holiday,Tuesday,Working Day,Misty/Cloudy,12.299999999999999,16.665,70.0,0.0,1,1,2,
9534,2012-02-07,Spring,2012,February,4,Non-Holiday,Tuesday,Working Day,Misty/Cloudy,12.299999999999999,16.665,70.0,0.0,0,3,3,
9535,2012-02-07,Spring,2012,February,5,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,13.120000000000001,16.665,49.0,6.0032,0,15,15,Low Wind
9536,2012-02-07,Spring,2012,February,6,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,13.120000000000001,15.15,45.0,19.999499999999998,2,98,100,Medium Wind
9537,2012-02-07,Spring,2012,February,7,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,13.120000000000001,17.424999999999997,45.0,0.0,6,293,299,
9538,2012-02-07,Spring,2012,February,8,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,12.299999999999999,15.909999999999998,49.0,0.0,7,522,529,
9539,2012-02-07,Spring,2012,February,9,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,13.120000000000001,16.665,49.0,0.0,11,278,289,
9540,2012-02-07,Spring,2012,February,10,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,13.940000000000001,16.665,46.0,11.0014,12,104,116,Low Wind
9541,2012-02-07,Spring,2012,February,11,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,14.76,17.424999999999997,46.0,12.998000000000001,9,120,129,Low Wind
9542,2012-02-07,Spring,2012,February,12,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,16.400000000000002,20.455000000000002,40.0,22.0028,9,163,172,Medium Wind
9543,2012-02-07,Spring,2012,February,13,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,18.04,21.97,38.0,16.997899999999998,15,169,184,Medium Wind
9544,2012-02-07,Spring,2012,February,14,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,18.04,21.97,38.0,16.997899999999998,11,127,138,Medium Wind
9545,2012-02-07,Spring,2012,February,15,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,18.04,21.97,38.0,12.998000000000001,13,133,146,Low Wind
9546,2012-02-07,Spring,2012,February,16,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,18.04,21.97,35.0,16.997899999999998,19,257,276,Medium Wind
9547,2012-02-07,Spring,2012,February,17,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,18.04,21.97,35.0,12.998000000000001,15,494,509,Low Wind
9548,2012-02-07,Spring,2012,February,18,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,17.22,21.21,38.0,12.998000000000001,10,508,518,Low Wind
9549,2012-02-07,Spring,2012,February,19,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,15.58,19.695,43.0,15.001299999999999,11,327,338,Medium Wind
9550,2012-02-07,Spring,2012,February,20,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,14.76,17.424999999999997,50.0,8.9981,6,206,212,Low Wind
9551,2012-02-07,Spring,2012,February,21,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,13.940000000000001,17.424999999999997,61.0,7.0015,20,170,190,Low Wind
9552,2012-02-07,Spring,2012,February,22,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,13.120000000000001,15.909999999999998,56.99999999999999,12.998000000000001,11,107,118,Low Wind
9553,2012-02-07,Spring,2012,February,23,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,13.120000000000001,16.665,56.99999999999999,8.9981,2,49,51,Low Wind
9554,2012-02-08,Spring,2012,February,0,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,12.299999999999999,14.395,56.00000000000001,15.001299999999999,2,21,23,Medium Wind
9555,2012-02-08,Spring,2012,February,1,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,11.48,13.635,61.0,11.0014,1,9,10,Low Wind
9556,2012-02-08,Spring,2012,February,2,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,10.66,15.15,65.0,0.0,0,1,1,
9557,2012-02-08,Spring,2012,February,3,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,10.66,15.15,65.0,0.0,0,1,1,
9558,2012-02-08,Spring,2012,February,4,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,9.84,12.879999999999999,70.0,6.0032,0,1,1,Low Wind
9559,2012-02-08,Spring,2012,February,5,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,9.84,12.879999999999999,70.0,6.0032,0,20,20,Low Wind
9560,2012-02-08,Spring,2012,February,6,Non-Holiday,Wednesday,Working Day,Misty/Cloudy,9.84,14.395,70.0,0.0,3,95,98,
9561,2012-02-08,Spring,2012,February,7,Non-Holiday,Wednesday,Working Day,Misty/Cloudy,9.84,12.879999999999999,70.0,7.0015,5,276,281,Low Wind
9562,2012-02-08,Spring,2012,February,8,Non-Holiday,Wednesday,Working Day,Misty/Cloudy,9.84,11.365,70.0,15.001299999999999,13,495,508,Medium Wind
9563,2012-02-08,Spring,2012,February,9,Non-Holiday,Wednesday,Working Day,Misty/Cloudy,9.84,12.879999999999999,70.0,11.0014,8,245,253,Low Wind
9564,2012-02-08,Spring,2012,February,10,Non-Holiday,Wednesday,Working Day,Misty/Cloudy,10.66,12.879999999999999,70.0,15.001299999999999,1,107,108,Medium Wind
9565,2012-02-08,Spring,2012,February,11,Non-Holiday,Wednesday,Working Day,Misty/Cloudy,10.66,12.879999999999999,65.0,15.001299999999999,5,97,102,Medium Wind
9566,2012-02-08,Spring,2012,February,12,Non-Holiday,Wednesday,Working Day,Misty/Cloudy,11.48,12.879999999999999,65.0,19.0012,14,124,138,Medium Wind
9567,2012-02-08,Spring,2012,February,13,Non-Holiday,Wednesday,Working Day,Misty/Cloudy,11.48,14.395,61.0,7.0015,15,111,126,Low Wind
9568,2012-02-08,Spring,2012,February,14,Non-Holiday,Wednesday,Working Day,Misty/Cloudy,12.299999999999999,15.15,56.00000000000001,11.0014,8,100,108,Low Wind
9569,2012-02-08,Spring,2012,February,15,Non-Holiday,Wednesday,Working Day,Light Precipitation,12.299999999999999,15.909999999999998,61.0,7.0015,5,49,54,Low Wind
9570,2012-02-08,Spring,2012,February,16,Non-Holiday,Wednesday,Working Day,Light Precipitation,10.66,13.635,81.0,7.0015,2,73,75,Low Wind
9571,2012-02-08,Spring,2012,February,17,Non-Holiday,Wednesday,Working Day,Light Precipitation,9.84,12.879999999999999,87.0,7.0015,8,147,155,Low Wind
9572,2012-02-08,Spring,2012,February,18,Non-Holiday,Wednesday,Working Day,Light Precipitation,9.84,12.879999999999999,87.0,7.0015,4,163,167,Low Wind
9573,2012-02-08,Spring,2012,February,19,Non-Holiday,Wednesday,Working Day,Light Precipitation,9.84,12.879999999999999,87.0,7.0015,3,158,161,Low Wind
9574,2012-02-08,Spring,2012,February,20,Non-Holiday,Wednesday,Working Day,Light Precipitation,9.84,12.120000000000001,87.0,8.9981,3,122,125,Low Wind
9575,2012-02-08,Spring,2012,February,21,Non-Holiday,Wednesday,Working Day,Light Precipitation,9.84,11.365,87.0,12.998000000000001,3,126,129,Low Wind
9576,2012-02-08,Spring,2012,February,22,Non-Holiday,Wednesday,Working Day,Misty/Cloudy,9.84,12.120000000000001,87.0,8.9981,3,95,98,Low Wind
9577,2012-02-08,Spring,2012,February,23,Non-Holiday,Wednesday,Working Day,Misty/Cloudy,9.84,12.120000000000001,87.0,11.0014,3,57,60,Low Wind
9578,2012-02-09,Spring,2012,February,0,Non-Holiday,Thursday,Working Day,Misty/Cloudy,9.84,12.120000000000001,87.0,11.0014,3,23,26,Low Wind
9579,2012-02-09,Spring,2012,February,1,Non-Holiday,Thursday,Working Day,Misty/Cloudy,9.84,12.120000000000001,87.0,8.9981,2,10,12,Low Wind
9580,2012-02-09,Spring,2012,February,2,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,9.02,11.365,80.0,8.9981,0,2,2,Low Wind
9581,2012-02-09,Spring,2012,February,3,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,9.02,10.605,80.0,19.0012,0,4,4,Medium Wind
9582,2012-02-09,Spring,2012,February,4,Non-Holiday,Thursday,Working Day,Misty/Cloudy,9.02,9.85,75.0,30.002599999999997,0,1,1,High Wind
9583,2012-02-09,Spring,2012,February,5,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,8.200000000000001,9.09,75.0,19.0012,0,18,18,Medium Wind
9584,2012-02-09,Spring,2012,February,6,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,8.200000000000001,9.09,75.0,19.0012,1,75,76,Medium Wind
9585,2012-02-09,Spring,2012,February,7,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,8.200000000000001,9.85,69.0,16.997899999999998,4,263,267,Medium Wind
9586,2012-02-09,Spring,2012,February,8,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,8.200000000000001,9.85,64.0,16.997899999999998,11,473,484,Medium Wind
9587,2012-02-09,Spring,2012,February,9,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,8.200000000000001,9.85,59.0,15.001299999999999,9,229,238,Medium Wind
9588,2012-02-09,Spring,2012,February,10,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,9.02,10.605,51.0,15.001299999999999,7,90,97,Medium Wind
9589,2012-02-09,Spring,2012,February,11,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,9.84,11.365,52.0,15.001299999999999,4,95,99,Medium Wind
9590,2012-02-09,Spring,2012,February,12,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,10.66,11.365,48.0,22.0028,10,148,158,Medium Wind
9591,2012-02-09,Spring,2012,February,13,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,12.299999999999999,13.635,42.0,22.0028,10,144,154,Medium Wind
9592,2012-02-09,Spring,2012,February,14,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,13.120000000000001,15.15,39.0,19.999499999999998,18,126,144,Medium Wind
9593,2012-02-09,Spring,2012,February,15,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,13.120000000000001,15.15,36.0,19.999499999999998,14,120,134,Medium Wind
9594,2012-02-09,Spring,2012,February,16,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,13.940000000000001,16.665,36.0,0.0,15,223,238,
9595,2012-02-09,Spring,2012,February,17,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,13.940000000000001,16.665,34.0,8.9981,12,387,399,Low Wind
9596,2012-02-09,Spring,2012,February,18,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,13.940000000000001,16.665,31.0,11.0014,13,404,417,Low Wind
9597,2012-02-09,Spring,2012,February,19,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,13.120000000000001,16.665,33.0,7.0015,8,287,295,Low Wind
9598,2012-02-09,Spring,2012,February,20,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,13.120000000000001,17.424999999999997,36.0,0.0,2,197,199,
9599,2012-02-09,Spring,2012,February,21,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,12.299999999999999,15.909999999999998,52.0,6.0032,8,169,177,Low Wind
9600,2012-02-09,Spring,2012,February,22,Non-Holiday,Thursday,Working Day,Misty/Cloudy,12.299999999999999,16.665,56.00000000000001,0.0,3,104,107,
9601,2012-02-09,Spring,2012,February,23,Non-Holiday,Thursday,Working Day,Misty/Cloudy,12.299999999999999,16.665,52.0,0.0,9,75,84,
9602,2012-02-10,Spring,2012,February,0,Non-Holiday,Friday,Working Day,Misty/Cloudy,11.48,15.15,65.0,6.0032,4,39,43,Low Wind
9603,2012-02-10,Spring,2012,February,1,Non-Holiday,Friday,Working Day,Misty/Cloudy,11.48,15.15,61.0,6.0032,2,11,13,Low Wind
9604,2012-02-10,Spring,2012,February,2,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,10.66,14.395,52.0,6.0032,7,9,16,Low Wind
9605,2012-02-10,Spring,2012,February,3,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,10.66,14.395,56.00000000000001,6.0032,0,5,5,Low Wind
9606,2012-02-10,Spring,2012,February,4,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,10.66,14.395,56.00000000000001,6.0032,0,2,2,Low Wind
9607,2012-02-10,Spring,2012,February,5,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,9.84,11.365,52.0,15.001299999999999,0,17,17,Medium Wind
9608,2012-02-10,Spring,2012,February,6,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,8.200000000000001,9.85,59.0,12.998000000000001,3,61,64,Low Wind
9609,2012-02-10,Spring,2012,February,7,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,8.200000000000001,10.605,59.0,11.0014,5,225,230,Low Wind
9610,2012-02-10,Spring,2012,February,8,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,8.200000000000001,10.605,59.0,11.0014,1,447,448,Low Wind
9611,2012-02-10,Spring,2012,February,9,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,9.02,11.365,55.00000000000001,11.0014,10,265,275,Low Wind
9612,2012-02-10,Spring,2012,February,10,Non-Holiday,Friday,Working Day,Misty/Cloudy,10.66,13.635,48.0,8.9981,5,119,124,Low Wind
9613,2012-02-10,Spring,2012,February,11,Non-Holiday,Friday,Working Day,Misty/Cloudy,11.48,14.395,45.0,7.0015,19,134,153,Low Wind
9614,2012-02-10,Spring,2012,February,12,Non-Holiday,Friday,Working Day,Misty/Cloudy,12.299999999999999,15.15,42.0,8.9981,8,168,176,Low Wind
9615,2012-02-10,Spring,2012,February,13,Non-Holiday,Friday,Working Day,Misty/Cloudy,12.299999999999999,15.909999999999998,42.0,6.0032,22,170,192,Low Wind
9616,2012-02-10,Spring,2012,February,14,Non-Holiday,Friday,Working Day,Misty/Cloudy,13.120000000000001,16.665,39.0,6.0032,8,138,146,Low Wind
9617,2012-02-10,Spring,2012,February,15,Non-Holiday,Friday,Working Day,Misty/Cloudy,13.120000000000001,16.665,45.0,8.9981,27,164,191,Low Wind
9618,2012-02-10,Spring,2012,February,16,Non-Holiday,Friday,Working Day,Misty/Cloudy,13.940000000000001,15.909999999999998,42.0,16.997899999999998,28,240,268,Medium Wind
9619,2012-02-10,Spring,2012,February,17,Non-Holiday,Friday,Working Day,Misty/Cloudy,13.940000000000001,16.665,42.0,12.998000000000001,15,381,396,Low Wind
9620,2012-02-10,Spring,2012,February,18,Non-Holiday,Friday,Working Day,Light Precipitation,12.299999999999999,15.15,61.0,8.9981,14,345,359,Low Wind
9621,2012-02-10,Spring,2012,February,19,Non-Holiday,Friday,Working Day,Misty/Cloudy,13.120000000000001,17.424999999999997,56.99999999999999,0.0,16,246,262,
9622,2012-02-10,Spring,2012,February,20,Non-Holiday,Friday,Working Day,Misty/Cloudy,13.120000000000001,17.424999999999997,56.99999999999999,0.0,7,144,151,
